ServiceRequestNo,ServiceRequestStatus,TypeOfEnagagement,Incident/ Problem,SR Priority,SR Open Date,SR Close Date,Product,Geography,Country
1275,Closed,Project,Incident,3-Medium,42107.00,42131.00,Oper,Asia-Pacific,Malaysia
1279,Closed,Project,Incident,3-Medium,42107.00,42131.00,Oper,Asia-Pacific,Malaysia
1460,Closed,Contract,Incident,2-High,42109.00,42131.00,Busi,Asia-Pacific,India
1481,Closed,Contract,Problem,2-High,42054.00,42131.00,Busi,Asia-Pacific,India
1612,Closed,Project,Incident,3-Medium,42131.00,42131.00,Proc,Asia-Pacific,Thailand
1617,Closed,Project,Incident,4-Low,42121.00,42131.00,Proc,Asia-Pacific,Thailand
2045,Closed,Project,Incident,4-Low,42107.00,42131.00,Blen,Asia-Pacific,India
2049,Closed,Project,Incident,4-Low,42124.00,42131.00,Blen,Asia-Pacific,India
2070,Closed,Contract,Incident,2-High,42109.00,42131.00,Busi,Asia-Pacific,India
2076,Closed,Contract,Incident,3-Medium,42129.00,42131.00,Busi,Asia-Pacific,India
2128,Closed,Contract,Incident,3-Medium,42129.00,42131.00,Busi,Asia-Pacific,India
2226,Closed,Contract,Incident,2-High,42109.00,42131.00,Busi,Asia-Pacific,India
2431,Closed,Contract,Incident,3-Medium,42129.00,42131.00,Busi,Asia-Pacific,India
1616,Closed,Billable,Incident,3-Medium,42122.00,42132.00,DynA,Asia-Pacific,Malaysia
1619,Closed,Project,Incident,4-Low,42121.00,42132.00,Proc,Asia-Pacific,Thailand
1621,Closed,Project,Problem,4-Low,42111.00,42132.00,Proc,Asia-Pacific,Thailand
1626,Closed,Project,Problem,4-Low,42100.00,42132.00,Proc,Asia-Pacific,Thailand
1888,Closed,No Charge Support,Incident,2-High,42132.00,42132.00,USD ,Asia-Pacific,India
1896,Closed,No Charge Support,Incident,3-Medium,42124.00,42132.00,USD ,Asia-Pacific,India
1897,Closed,No Charge Support,Incident,2-High,42124.00,42132.00,Oper,Asia-Pacific,India
1899,Closed,No Charge Support,Incident,2-High,42124.00,42132.00,Oper,Asia-Pacific,India
1947,Closed,Project,Incident,3-Medium,42075.00,42132.00,PHD ,Asia-Pacific,Singapore
1965,Closed,Project,Incident,3-Medium,42128.00,42132.00,Unsp,Asia-Pacific,Thailand
2048,Closed,Project,Incident,3-Medium,42118.00,42132.00,Blen,Asia-Pacific,Malaysia
2941,Closed,Billable,Incident,3-Medium,42122.00,42132.00,DynA,Asia-Pacific,Malaysia
1614,Closed,Project,Problem,3-Medium,42130.00,42133.00,Proc,Asia-Pacific,India
1424,Closed,No Charge Support,Request for Fulfillment,3-Medium,42068.00,42135.00,Oper,Asia-Pacific,China
1607,Closed,Project,Incident,4-Low,42135.00,42135.00,Proc,Asia-Pacific,India
1628,Closed,No Charge Support,Request for Fulfillment,3-Medium,42068.00,42135.00,Oper,Asia-Pacific,China
1664,Closed,No Charge Support,Request for Fulfillment,3-Medium,42068.00,42135.00,Oper,Asia-Pacific,China
1885,Closed,Project,Incident,2-High,42135.00,42135.00,Oper,Asia-Pacific,India
1886,Closed,Project,Incident,2-High,42132.00,42135.00,USD ,Asia-Pacific,India
1887,Closed,Project,Incident,2-High,42132.00,42135.00,USD ,Asia-Pacific,India
1998,Closed,No Charge Support,Incident,3-Medium,41928.00,42135.00,Busi,Asia-Pacific,India
2060,Closed,No Charge Support,Incident,3-Medium,41928.00,42135.00,Busi,Asia-Pacific,India
2114,Closed,Project,Problem,3-Medium,42013.00,42135.00,Proc,Asia-Pacific,Taiwan
2430,Closed,Contract,Incident,2-High,42135.00,42135.00,Busi,Asia-Pacific,India
2587,Closed,Project,Problem,3-Medium,41901.00,42135.00,USD ,Asia-Pacific,Korea South
2826,Closed,No Charge Support,Request for Fulfillment,4-Low,42130.00,42135.00,USD ,Asia-Pacific,Brunei Darussalam
1171,Closed,Project,Request for Fulfillment,3-Medium,42117.00,42136.00,APC ,Asia-Pacific,Korea South
1414,Closed,No Charge Support,Incident,3-Medium,42124.00,42136.00,DynA,Asia-Pacific,Japan
1415,Closed,No Charge Support,Incident,3-Medium,42124.00,42136.00,DynA,Asia-Pacific,Japan
1442,Closed,Project,Incident,2-High,42132.00,42136.00,PHD ,Asia-Pacific,Singapore
1963,Closed,Project,Problem,3-Medium,42116.00,42136.00,PHD ,Asia-Pacific,Vietnam
2113,Closed,Project,Incident,3-Medium,42024.00,42136.00,Proc,Asia-Pacific,Malaysia
2390,Closed,Project,Incident,3-Medium,42135.00,42136.00,Unsp,Asia-Pacific,India
2425,Closed,Contract,Request for Fulfillment,3-Medium,42136.00,42136.00,Busi,Asia-Pacific,India
2942,Closed,Billable,Incident,2-High,42118.00,42136.00,Prod,Asia-Pacific,Malaysia
1153,Closed,Project,Incident,2-High,42080.00,42138.00,APC ,Asia-Pacific,India
1197,Closed,Project,Problem,3-Medium,42132.00,42138.00,Oper,Asia-Pacific,India
1198,Closed,Project,Problem,3-Medium,42132.00,42138.00,Oper,Asia-Pacific,India
1260,Closed,Project,Problem,3-Medium,42132.00,42138.00,Oper,Asia-Pacific,India
1261,Closed,Project,Problem,3-Medium,42132.00,42138.00,Oper,Asia-Pacific,India
1262,Closed,Project,Problem,3-Medium,42132.00,42138.00,Oper,Asia-Pacific,India
1880,Closed,Project,Incident,2-High,42138.00,42138.00,Oper,Asia-Pacific,India
1881,Closed,Project,Incident,2-High,42138.00,42138.00,Oper,Asia-Pacific,India
1882,Closed,Project,Incident,2-High,42138.00,42138.00,Oper,Asia-Pacific,India
1889,Closed,Project,Incident,2-High,42132.00,42138.00,USD ,Asia-Pacific,India
1890,Closed,Project,Incident,2-High,42132.00,42138.00,USD ,Asia-Pacific,India
1894,Closed,Project,Incident,2-High,42132.00,42138.00,USD ,Asia-Pacific,India
1895,Closed,Project,Incident,2-High,42132.00,42138.00,USD ,Asia-Pacific,India
1966,Closed,Billable,Incident,3-Medium,42131.00,42138.00,PHD ,Asia-Pacific,Philippines
1969,Closed,Project,Request for Fulfillment,3-Medium,42137.00,42138.00,PHD ,Asia-Pacific,Vietnam
1604,Closed,Project,Incident,3-Medium,42139.00,42139.00,Proc,Asia-Pacific,India
1605,Closed,Project,Incident,3-Medium,42136.00,42139.00,Proc,Asia-Pacific,Oman
1878,Closed,No Charge Support,Incident,2-High,42139.00,42139.00,USD ,Asia-Pacific,Singapore
1879,Closed,No Charge Support,Incident,2-High,42139.00,42139.00,USD ,Asia-Pacific,India
2127,Closed,Project,Incident,1-Critical,42136.00,42139.00,Busi,Asia-Pacific,Malaysia
2422,Closed,Contract,Problem,3-Medium,42139.00,42139.00,Busi,Asia-Pacific,India
2423,Closed,Contract,Incident,3-Medium,42139.00,42139.00,Busi,Asia-Pacific,India
1165,Closed,Contract,Incident,3-Medium,42087.00,42142.00,APC ,Asia-Pacific,New Zealand
1166,Closed,Contract,Incident,3-Medium,42087.00,42142.00,APC ,Asia-Pacific,New Zealand
1167,Closed,Contract,Incident,3-Medium,42087.00,42142.00,APC ,Asia-Pacific,New Zealand
1179,Closed,Contract,Incident,2-High,42132.00,42142.00,APC ,Asia-Pacific,Australia
1713,Closed,Project,Problem,3-Medium,42130.00,42142.00,PHD ,Asia-Pacific,India
1750,Closed,Contract,Request for Fulfillment,3-Medium,42037.00,42142.00,PHD ,Asia-Pacific,Vietnam
1872,Closed,No Charge Support,Incident,2-High,42142.00,42142.00,USD ,Asia-Pacific,Singapore
1937,Closed,Project,Request for Fulfillment,3-Medium,42047.00,42142.00,PHD ,Asia-Pacific,Korea South
2131,Closed,Billable,Incident,3-Medium,42110.00,42142.00,Busi,Asia-Pacific,India
2132,Closed,Billable,Incident,3-Medium,42079.00,42142.00,Busi,Asia-Pacific,Philippines
2416,Closed,Project,Problem,3-Medium,41814.00,42142.00,Oper,Asia-Pacific,Indonesia
2417,Closed,Project,Problem,3-Medium,41814.00,42142.00,Oper,Asia-Pacific,Indonesia
2418,Closed,Project,Problem,3-Medium,41814.00,42142.00,Oper,Asia-Pacific,Indonesia
2419,Closed,Project,Problem,3-Medium,41814.00,42142.00,Oper,Asia-Pacific,Indonesia
2466,Closed,Contract,Request for Fulfillment,3-Medium,42121.00,42142.00,Busi,Asia-Pacific,India
2560,Closed,Contract,Request for Fulfillment,3-Medium,42107.00,42142.00,Busi,Asia-Pacific,India
2812,Closed,Project,Problem,3-Medium,42089.00,42142.00,USD ,Asia-Pacific,India
2828,Closed,No Charge Support,Request for Fulfillment,3-Medium,42131.00,42142.00,USD ,Asia-Pacific,India
2829,Closed,Contract,Incident,2-High,42132.00,42142.00,USD ,Asia-Pacific,Malaysia
1735,Closed,Billable,Incident,3-Medium,42073.00,42143.00,PHD ,Asia-Pacific,Philippines
1992,Closed,Contract,Incident,4-Low,41821.00,42143.00,Busi,Asia-Pacific,Japan
2000,Closed,No Charge Support,Request for Fulfillment,3-Medium,41968.00,42143.00,Busi,Asia-Pacific,Japan
2035,Closed,Project,Request for Fulfillment,3-Medium,42017.00,42143.00,Blen,Asia-Pacific,Korea South
2135,Closed,Project,Request for Fulfillment,3-Medium,42053.00,42143.00,Busi,Asia-Pacific,Australia
2830,Closed,No Charge Support,Request for Fulfillment,3-Medium,42143.00,42143.00,USD ,Asia-Pacific,India
2939,Closed,Contract,Problem,3-Medium,42128.00,42143.00,AAM ,Asia-Pacific,Australia
1083,Closed,Contract,Problem,3-Medium,41934.00,42144.00,APC ,Asia-Pacific,Australia
1084,Closed,Contract,Problem,3-Medium,41934.00,42144.00,APC ,Asia-Pacific,Australia
1088,Closed,Contract,Problem,3-Medium,41934.00,42144.00,APC ,Asia-Pacific,Australia
1104,Closed,Contract,Problem,3-Medium,41946.00,42144.00,APC ,Asia-Pacific,New Zealand
1105,Closed,Contract,Problem,3-Medium,41946.00,42144.00,APC ,Asia-Pacific,New Zealand
1112,Closed,Contract,Incident,3-Medium,41960.00,42144.00,APC ,Asia-Pacific,Japan
1113,Closed,Contract,Incident,3-Medium,41960.00,42144.00,APC ,Asia-Pacific,Japan
1162,Closed,No Charge Support,Problem,3-Medium,42083.00,42144.00,APC ,Asia-Pacific,Australia
1163,Closed,No Charge Support,Problem,3-Medium,42083.00,42144.00,APC ,Asia-Pacific,Australia
1603,Closed,Project,Incident,4-Low,42142.00,42144.00,Proc,Asia-Pacific,India
2134,Closed,Contract,Request for Fulfillment,3-Medium,42055.00,42144.00,Busi,Asia-Pacific,Australia
1180,Closed,Project,Incident,3-Medium,42136.00,42145.00,APC ,Asia-Pacific,India
1412,Closed,No Charge Support,Incident,3-Medium,42143.00,42145.00,Proc,Asia-Pacific,China
1602,Closed,No Charge Support,Incident,3-Medium,42143.00,42145.00,Proc,Asia-Pacific,China
1871,Closed,No Charge Support,Incident,2-High,42144.00,42145.00,USD ,Asia-Pacific,Australia
1873,Closed,No Charge Support,Incident,3-Medium,42139.00,42145.00,USD ,Asia-Pacific,India
1874,Closed,No Charge Support,Incident,3-Medium,42139.00,42145.00,USD ,Asia-Pacific,India
1875,Closed,No Charge Support,Incident,3-Medium,42139.00,42145.00,USD ,Asia-Pacific,India
2050,Closed,Project,Incident,2-High,42144.00,42145.00,Blen,Asia-Pacific,India
1154,Closed,Contract,Problem,3-Medium,42081.00,42146.00,APC ,Asia-Pacific,Australia
1155,Closed,Contract,Problem,3-Medium,42081.00,42146.00,APC ,Asia-Pacific,Australia
1175,Closed,No Charge Support,Problem,3-Medium,42122.00,42146.00,APC ,Asia-Pacific,Australia
1177,Closed,Contract,Incident,2-High,42128.00,42146.00,APC ,Asia-Pacific,Australia
1178,Closed,Contract,Incident,2-High,42128.00,42146.00,APC ,Asia-Pacific,Australia
1203,Closed,Project,Problem,3-Medium,42117.00,42146.00,Oper,Asia-Pacific,Unspecified
1204,Closed,Project,Problem,3-Medium,42117.00,42146.00,Oper,Asia-Pacific,Unspecified
1205,Closed,Project,Problem,3-Medium,42117.00,42146.00,Oper,Asia-Pacific,Unspecified
1263,Closed,Project,Request for Fulfillment,4-Low,42117.00,42146.00,Oper,Asia-Pacific,Korea South
1264,Closed,Project,Request for Fulfillment,4-Low,42117.00,42146.00,Oper,Asia-Pacific,Korea South
1265,Closed,Project,Request for Fulfillment,4-Low,42117.00,42146.00,Oper,Asia-Pacific,Korea South
1266,Closed,Project,Request for Fulfillment,4-Low,42117.00,42146.00,Oper,Asia-Pacific,Korea South
1267,Closed,Project,Request for Fulfillment,4-Low,42117.00,42146.00,Oper,Asia-Pacific,Korea South
1268,Closed,Project,Request for Fulfillment,4-Low,42117.00,42146.00,Oper,Asia-Pacific,Korea South
1597,Closed,Project,Incident,3-Medium,42146.00,42146.00,Proc,Asia-Pacific,Singapore
1968,Closed,No Charge Support,Incident,2-High,42136.00,42146.00,PHD ,Asia-Pacific,Australia
2112,Closed,Billable,Incident,3-Medium,42054.00,42146.00,Proc,Asia-Pacific,Malaysia
2357,Closed,Contract,Request for Fulfillment,3-Medium,41876.00,42146.00,Busi,Asia-Pacific,India
2559,Closed,Contract,Incident,3-Medium,42144.00,42146.00,Busi,Asia-Pacific,India
2923,Closed,Project,Problem,3-Medium,42101.00,42146.00,Blen,Asia-Pacific,Vietnam
1406,Closed,No Charge Support,Incident,3-Medium,42144.00,42149.00,Proc,Asia-Pacific,China
1445,Closed,Contract,Problem,2-High,42131.00,42149.00,Busi,Asia-Pacific,India
1501,Closed,Project,Incident,4-Low,42009.00,42149.00,Busi,Asia-Pacific,Australia
1598,Closed,No Charge Support,Incident,3-Medium,42144.00,42149.00,Proc,Asia-Pacific,China
3006,Closed,Billable,Request for Fulfillment,3-Medium,42149.00,42149.00,AAM ,Asia-Pacific,Australia
1278,Closed,Project,Problem,3-Medium,41919.00,42150.00,Adva,Asia-Pacific,Korea South
1470,Closed,Contract,Problem,2-High,42060.00,42150.00,Busi,Asia-Pacific,India
2227,Closed,Contract,Problem,2-High,42104.00,42150.00,AAM ,Asia-Pacific,India
2565,Closed,Contract,Problem,2-High,42104.00,42150.00,AAM ,Asia-Pacific,India
1176,Closed,Contract,Incident,3-Medium,42128.00,42151.00,APC ,Asia-Pacific,Australia
1185,Closed,Project,Incident,2-High,42143.00,42151.00,APC ,Asia-Pacific,India
1186,Closed,Project,Incident,2-High,42143.00,42151.00,APC ,Asia-Pacific,India
1206,Closed,Project,Problem,3-Medium,42111.00,42151.00,Oper,Asia-Pacific,Korea South
1207,Closed,Project,Problem,3-Medium,42111.00,42151.00,Oper,Asia-Pacific,Korea South
1730,Closed,No Charge Support,Problem,2-High,42093.00,42151.00,PHD ,Asia-Pacific,India
1797,Closed,No Charge Support,Problem,2-High,42093.00,42151.00,PHD ,Asia-Pacific,India
1870,Closed,No Charge Support,Incident,2-High,42151.00,42151.00,USD ,Asia-Pacific,India
1172,Closed,Project,Incident,2-High,42118.00,42152.00,APC ,Asia-Pacific,India
1435,Closed,Billable,Incident,3-Medium,42152.00,42152.00,Busi,Asia-Pacific,Philippines
1596,Closed,Project,Incident,3-Medium,42152.00,42152.00,DynA,Asia-Pacific,Thailand
2015,Closed,Project,Incident,2-High,42118.00,42152.00,APC ,Asia-Pacific,India
2220,Closed,Project,Incident,3-Medium,42152.00,42152.00,Busi,Asia-Pacific,Singapore
2228,Closed,Project,Request for Fulfillment,4-Low,42100.00,42152.00,Busi,Asia-Pacific,Singapore
2926,Closed,Contract,Incident,3-Medium,42145.00,42152.00,Busi,Asia-Pacific,Japan
1159,Closed,Project,Incident,2-High,42082.00,42153.00,APC ,Asia-Pacific,India
1181,Closed,No Charge Support,Incident,2-High,42137.00,42153.00,APC ,Asia-Pacific,Japan
1182,Closed,No Charge Support,Incident,2-High,42137.00,42153.00,APC ,Asia-Pacific,Japan
1183,Closed,No Charge Support,Incident,2-High,42137.00,42153.00,APC ,Asia-Pacific,Japan
1184,Closed,No Charge Support,Incident,2-High,42137.00,42153.00,APC ,Asia-Pacific,Japan
1187,Closed,Contract,Incident,3-Medium,42144.00,42153.00,APC ,Asia-Pacific,Australia
1191,Closed,Project,Incident,2-High,42152.00,42153.00,APC ,Asia-Pacific,India
1867,Closed,No Charge Support,Incident,2-High,42153.00,42153.00,USD ,Asia-Pacific,India
1868,Closed,No Charge Support,Incident,2-High,42153.00,42153.00,USD ,Asia-Pacific,Singapore
2109,Closed,No Charge Support,Incident,4-Low,42108.00,42153.00,Proc,Asia-Pacific,China
2110,Closed,No Charge Support,Incident,4-Low,42108.00,42153.00,Proc,Asia-Pacific,China
2237,Closed,Contract,Incident,3-Medium,42079.00,42153.00,Busi,Asia-Pacific,India
1142,Closed,Project,Incident,3-Medium,42048.00,42156.00,APC ,Asia-Pacific,India
1413,Closed,Project,Incident,3-Medium,42134.00,42156.00,DynA,Asia-Pacific,Malaysia
1869,Closed,No Charge Support,Incident,2-High,42153.00,42156.00,Oper,Asia-Pacific,India
2936,Closed,Project,Incident,3-Medium,42144.00,42156.00,Prod,Asia-Pacific,Malaysia
2940,Closed,Project,Request for Fulfillment,3-Medium,42124.00,42156.00,Prod,Asia-Pacific,Malaysia
1194,Closed,No Charge Support,Problem,3-Medium,42153.00,42157.00,APC ,Asia-Pacific,Japan
1438,Closed,Project,Incident,2-High,42144.00,42157.00,Busi,Asia-Pacific,Singapore
1443,Closed,Project,Incident,3-Medium,42132.00,42157.00,Busi,Asia-Pacific,Singapore
1444,Closed,Project,Incident,3-Medium,42132.00,42157.00,PHD ,Asia-Pacific,Singapore
2053,Closed,Project,Incident,2-High,42153.00,42157.00,Blen,Asia-Pacific,Korea South
2414,Closed,Contract,Problem,3-Medium,42157.00,42157.00,Busi,Asia-Pacific,India
3013,Closed,Project,Incident,3-Medium,42067.00,42157.00,AAM ,Asia-Pacific,Papua New Guinea
1564,Closed,Project,Incident,3-Medium,41680.00,42158.00,Busi,Asia-Pacific,Australia
1866,Closed,No Charge Support,Incident,2-High,42158.00,42158.00,USD ,Asia-Pacific,India
2217,Closed,No Charge Support,Incident,2-High,42157.00,42158.00,Busi,Asia-Pacific,India
2413,Closed,Contract,Incident,2-High,42158.00,42158.00,Busi,Asia-Pacific,India
3007,Closed,Contract,Incident,3-Medium,42125.00,42158.00,AAM ,Asia-Pacific,New Zealand
1128,Closed,Project,Problem,3-Medium,42157.00,42159.00,USD ,Asia-Pacific,Australia
1129,Closed,Project,Problem,3-Medium,42157.00,42159.00,USD ,Asia-Pacific,Australia
1332,Closed,Project,Problem,2-High,42138.00,42159.00,USD ,Asia-Pacific,India
1403,Closed,No Charge Support,Request for Fulfillment,3-Medium,42157.00,42159.00,DynA,Asia-Pacific,Taiwan
1595,Closed,Project,Incident,3-Medium,42158.00,42159.00,Proc,Asia-Pacific,Thailand
1606,Closed,Project,Incident,4-Low,42136.00,42159.00,Proc,Asia-Pacific,China
2412,Closed,Contract,Problem,3-Medium,42159.00,42159.00,Busi,Asia-Pacific,India
1242,Closed,Project,Problem,3-Medium,42143.00,42160.00,Oper,Asia-Pacific,Japan
1243,Closed,Project,Problem,3-Medium,42143.00,42160.00,Oper,Asia-Pacific,Japan
1244,Closed,Project,Problem,3-Medium,42143.00,42160.00,Oper,Asia-Pacific,Japan
1245,Closed,Project,Problem,3-Medium,42143.00,42160.00,Oper,Asia-Pacific,Japan
1246,Closed,Project,Problem,3-Medium,42143.00,42160.00,Oper,Asia-Pacific,Japan
1247,Closed,Project,Problem,3-Medium,42143.00,42160.00,Oper,Asia-Pacific,Japan
1248,Closed,Project,Problem,3-Medium,42143.00,42160.00,Oper,Asia-Pacific,Japan
1249,Closed,Project,Problem,3-Medium,42143.00,42160.00,Oper,Asia-Pacific,Japan
1250,Closed,Project,Problem,3-Medium,42143.00,42160.00,Oper,Asia-Pacific,Japan
1253,Closed,Project,Problem,3-Medium,42143.00,42160.00,Oper,Asia-Pacific,Japan
1254,Closed,Project,Problem,3-Medium,42143.00,42160.00,Oper,Asia-Pacific,Japan
1255,Closed,Project,Problem,3-Medium,42143.00,42160.00,Oper,Asia-Pacific,Japan
1256,Closed,Project,Problem,3-Medium,42143.00,42160.00,Oper,Asia-Pacific,Japan
1258,Closed,Project,Problem,3-Medium,42143.00,42160.00,Oper,Asia-Pacific,Japan
1259,Closed,Project,Problem,3-Medium,42143.00,42160.00,Oper,Asia-Pacific,Japan
1594,Closed,Project,Incident,3-Medium,42159.00,42160.00,Proc,Asia-Pacific,Thailand
1865,Closed,No Charge Support,Incident,2-High,42160.00,42160.00,USD ,Asia-Pacific,China
2415,Closed,Contract,Problem,3-Medium,42152.00,42160.00,Busi,Asia-Pacific,India
2558,Closed,Contract,Problem,3-Medium,42152.00,42160.00,Busi,Asia-Pacific,India
2838,Closed,Contract,Request for Fulfillment,3-Medium,41676.00,42160.00,AAM ,Asia-Pacific,India
3005,Closed,Project,Incident,3-Medium,42152.00,42160.00,AAM ,Asia-Pacific,Thailand
1766,Closed,Project,Request for Fulfillment,3-Medium,42013.00,42161.00,PHD ,Asia-Pacific,Singapore
2065,Closed,Project,Incident,4-Low,41992.00,42161.00,AAM ,Asia-Pacific,Singapore
1130,Closed,Project,Problem,3-Medium,42144.00,42163.00,USD ,Asia-Pacific,Malaysia
1131,Closed,Project,Problem,3-Medium,42144.00,42163.00,USD ,Asia-Pacific,Malaysia
1132,Closed,Project,Problem,3-Medium,42144.00,42163.00,USD ,Asia-Pacific,Malaysia
1173,Closed,No Charge Support,Problem,3-Medium,42121.00,42163.00,APC ,Asia-Pacific,Australia
1174,Closed,No Charge Support,Problem,3-Medium,42121.00,42163.00,APC ,Asia-Pacific,Australia
1593,Closed,Project,Incident,4-Low,42160.00,42163.00,Proc,Asia-Pacific,Thailand
1699,Closed,No Charge Support,Incident,4-Low,42158.00,42163.00,PHD ,Asia-Pacific,Japan
1729,Closed,Contract,Request for Fulfillment,3-Medium,42093.00,42163.00,PHD ,Asia-Pacific,New Zealand
2411,Closed,Contract,Problem,3-Medium,42163.00,42163.00,Busi,Asia-Pacific,India
1169,Closed,Contract,Incident,3-Medium,42107.00,42164.00,APC ,Asia-Pacific,Australia
1347,Closed,Project,Problem,3-Medium,42116.00,42164.00,USD ,Asia-Pacific,India
1349,Closed,Project,Problem,3-Medium,42116.00,42164.00,USD ,Asia-Pacific,India
1350,Closed,Project,Problem,3-Medium,42116.00,42164.00,USD ,Asia-Pacific,India
1351,Closed,Project,Problem,3-Medium,42116.00,42164.00,USD ,Asia-Pacific,India
1707,Closed,No Charge Support,Incident,2-High,42156.00,42164.00,Unsp,Asia-Pacific,India
1938,Closed,Contract,Incident,3-Medium,42047.00,42164.00,PHD ,Asia-Pacific,Japan
1976,Closed,Contract,Request for Fulfillment,3-Medium,42153.00,42164.00,PHD ,Asia-Pacific,Vietnam
1857,Closed,No Charge Support,Incident,2-High,42166.00,42166.00,USD ,Asia-Pacific,Japan
1861,Closed,No Charge Support,Incident,3-Medium,42166.00,42166.00,USD ,Asia-Pacific,Korea South
1862,Closed,No Charge Support,Incident,2-High,42166.00,42166.00,USD ,Asia-Pacific,Malaysia
1863,Closed,No Charge Support,Incident,2-High,42166.00,42166.00,USD ,Asia-Pacific,Singapore
1864,Closed,No Charge Support,Incident,2-High,42166.00,42166.00,USD ,Asia-Pacific,Australia
2122,Closed,Project,Incident,2-High,42163.00,42166.00,Busi,Asia-Pacific,Malaysia
2214,Closed,Project,Incident,2-High,42164.00,42166.00,Busi,Asia-Pacific,Singapore
1461,Closed,Project,Problem,3-Medium,42109.00,42167.00,Busi,Asia-Pacific,Australia
1856,Closed,No Charge Support,Incident,2-High,42167.00,42167.00,Oper,Asia-Pacific,Korea South
2055,Closed,Project,Incident,2-High,42167.00,42167.00,Blen,Asia-Pacific,India
2410,Closed,Contract,Request for Fulfillment,3-Medium,42167.00,42167.00,Busi,Asia-Pacific,India
1589,Closed,Project,Problem,2-High,42165.00,42170.00,Proc,Asia-Pacific,Unspecified
2054,Closed,Project,Incident,1-Critical,42164.00,42170.00,Blen,Asia-Pacific,India
2107,Closed,Project,Incident,3-Medium,42144.00,42170.00,Proc,Asia-Pacific,Malaysia
2125,Closed,Contract,Request for Fulfillment,4-Low,42144.00,42170.00,Busi,Asia-Pacific,Australia
1322,Closed,Project,Problem,3-Medium,42152.00,42171.00,USD ,Asia-Pacific,India
1323,Closed,Project,Problem,3-Medium,42152.00,42171.00,USD ,Asia-Pacific,India
1324,Closed,Project,Problem,3-Medium,42152.00,42171.00,USD ,Asia-Pacific,India
1325,Closed,Project,Problem,3-Medium,42152.00,42171.00,USD ,Asia-Pacific,India
1326,Closed,Project,Problem,3-Medium,42152.00,42171.00,USD ,Asia-Pacific,India
1333,Closed,No Charge Support,Request for Fulfillment,3-Medium,42129.00,42171.00,USD ,Asia-Pacific,India
1334,Closed,No Charge Support,Request for Fulfillment,3-Medium,42129.00,42171.00,USD ,Asia-Pacific,India
1335,Closed,No Charge Support,Request for Fulfillment,3-Medium,42129.00,42171.00,USD ,Asia-Pacific,India
1336,Closed,No Charge Support,Request for Fulfillment,3-Medium,42129.00,42171.00,USD ,Asia-Pacific,India
1342,Closed,No Charge Support,Request for Fulfillment,3-Medium,42129.00,42171.00,USD ,Asia-Pacific,India
1343,Closed,No Charge Support,Request for Fulfillment,3-Medium,42129.00,42171.00,USD ,Asia-Pacific,India
1344,Closed,No Charge Support,Request for Fulfillment,3-Medium,42129.00,42171.00,USD ,Asia-Pacific,India
1345,Closed,No Charge Support,Request for Fulfillment,3-Medium,42129.00,42171.00,USD ,Asia-Pacific,India
1400,Closed,Contract,Request for Fulfillment,3-Medium,42170.00,42171.00,AAM ,Asia-Pacific,Australia
1703,Closed,Project,Incident,3-Medium,41880.00,42171.00,PHD ,Asia-Pacific,Singapore
1717,Closed,Project,Incident,3-Medium,41900.00,42171.00,PHD ,Asia-Pacific,Singapore
1732,Closed,Project,Incident,3-Medium,42088.00,42171.00,PHD ,Asia-Pacific,Singapore
1796,Closed,Project,Incident,3-Medium,42081.00,42171.00,PHD ,Asia-Pacific,Singapore
2120,Closed,No Charge Support,Incident,2-High,42170.00,42171.00,Busi,Asia-Pacific,India
2216,Closed,Contract,Request for Fulfillment,3-Medium,42157.00,42171.00,Busi,Asia-Pacific,India
2229,Closed,Project,Incident,3-Medium,42093.00,42171.00,Busi,Asia-Pacific,Singapore
2409,Closed,Contract,Request for Fulfillment,3-Medium,42167.00,42171.00,Busi,Asia-Pacific,India
1328,Closed,Project,Problem,3-Medium,42149.00,42172.00,USD ,Asia-Pacific,India
1329,Closed,Project,Problem,3-Medium,42149.00,42172.00,USD ,Asia-Pacific,India
1330,Closed,Project,Problem,3-Medium,42149.00,42172.00,USD ,Asia-Pacific,India
1331,Closed,Project,Problem,3-Medium,42149.00,42172.00,USD ,Asia-Pacific,India
1360,Closed,Project,Problem,3-Medium,42075.00,42172.00,USD ,Asia-Pacific,India
1361,Closed,Project,Problem,3-Medium,42075.00,42172.00,USD ,Asia-Pacific,India
1838,Closed,No Charge Support,Incident,2-High,42172.00,42172.00,USD ,Asia-Pacific,India
2121,Closed,Project,Request for Fulfillment,3-Medium,42166.00,42172.00,Busi,Asia-Pacific,Singapore
2407,Closed,Contract,Problem,3-Medium,42172.00,42172.00,Busi,Asia-Pacific,India
2408,Closed,Contract,Problem,3-Medium,42172.00,42172.00,Busi,Asia-Pacific,India
2999,Closed,Contract,Incident,4-Low,42164.00,42172.00,AAM ,Asia-Pacific,Japan
1489,Closed,Project,Problem,4-Low,42031.00,42173.00,Busi,Asia-Pacific,Singapore
1490,Closed,Project,Problem,4-Low,42031.00,42173.00,Busi,Asia-Pacific,Singapore
1491,Closed,Project,Problem,4-Low,42031.00,42173.00,Busi,Asia-Pacific,Singapore
1493,Closed,Project,Problem,3-Medium,42031.00,42173.00,Busi,Asia-Pacific,Singapore
1495,Closed,Project,Problem,4-Low,42031.00,42173.00,Busi,Asia-Pacific,Singapore
